month,market_area,closed_sales,pending_sales,active_listings,new_listings,months_inventory,median_price,days_on_market,sale_to_list_ratio,single_family_permits,multi_family_permits,mortgage_rate_30yr,zhvi_typical_home_value,price_yoy_change,sales_yoy_change,inventory_yoy_change,dom_yoy_change,permit_yoy_change,affordability_pressure_index,market_condition_score,market_condition_label
2021-09-01,"Houston, TX metro area",9578.0,10680.0,17608.0,10123.0,1.8,300000.0,16.0,0.9938,503.0,419.0,2.9,274697.89,0.1494,0.0187,-0.1242,-15.0,-0.2504,-0.268,0.999,warmer
2021-10-01,"Houston, TX metro area",8904.0,10723.0,17081.0,9927.0,1.9,305000.0,20.0,0.9923,659.0,879.0,3.068,277293.58,0.1509,-0.0603,-0.1281,-10.0,0.3112,-0.164,0.848,warmer
2021-11-01,"Houston, TX metro area",8722.0,10324.0,15645.0,8534.0,1.8,310750.0,21.0,0.9912,537.0,34.0,3.068,280564.06,0.1574,0.0461,-0.1476,-8.0,-0.3732,-0.117,1.043,warmer
2021-12-01,"Houston, TX metro area",9894.0,8534.0,14239.0,7100.0,1.4,317682.0,22.0,0.9914,696.0,1126.0,3.098,284249.38,0.1732,-0.0161,-0.1449,-8.0,0.3437,-0.049,1.072,warmer
2022-01-01,"Houston, TX metro area",6731.0,10366.0,13354.0,8920.0,2.0,308000.0,24.0,0.9924,564.0,904.0,3.445,288971.89,0.1836,0.0686,-0.1569,-7.0,0.7881,0.002,1.121,warmer
2022-02-01,"Houston, TX metro area",7751.0,10519.0,12567.0,8983.0,1.6,325000.0,22.0,0.9954,574.0,1060.0,3.762,294317.96,0.1822,0.234,-0.1283,-10.0,0.7383,0.26,1.4,warmer
2022-03-01,"Houston, TX metro area",10091.0,11760.0,12733.0,11243.0,1.3,330000.0,16.0,1.0021,589.0,819.0,4.172,300550.97,0.1458,0.0313,-0.0479,-9.0,0.3233,0.454,1.016,warmer
2022-04-01,"Houston, TX metro area",9328.0,11205.0,14116.0,11878.0,1.5,341000.0,12.0,1.0083,491.0,186.0,4.982,306537.03,0.1607,-0.0602,0.0494,-5.0,-0.6595,0.847,0.862,warmer
2022-05-01,"Houston, TX metro area",10045.0,11363.0,15679.0,12365.0,1.6,350000.0,11.0,1.0098,678.0,414.0,5.23,312016.92,0.1667,-0.016,0.1215,-2.0,1.1122,1.014,0.872,warmer
2022-06-01,"Houston, TX metro area",10127.0,10424.0,19450.0,13832.0,1.9,351500.0,12.0,1.0045,613.0,1359.0,5.522,316690.91,0.1303,-0.0869,0.245,2.0,1.1273,1.135,0.467,balanced
2022-07-01,"Houston, TX metro area",8438.0,9382.0,22417.0,12561.0,2.7,345000.0,13.0,0.9979,571.0,1439.0,5.412,319838.75,0.1238,-0.2,0.2523,2.0,-0.1742,1.041,0.141,balanced
2022-08-01,"Houston, TX metro area",8544.0,9669.0,22607.0,10455.0,2.6,340000.0,18.0,0.9877,655.0,723.0,5.222,321197.97,0.1078,-0.1716,0.2565,5.0,0.04,0.929,0.087,balanced
2022-09-01,"Houston, TX metro area",7902.0,8402.0,23422.0,9705.0,3.0,340000.0,27.0,0.9799,514.0,783.0,6.112,321108.45,0.1333,-0.175,0.3302,11.0,0.4067,1.261,-0.036,balanced
2022-10-01,"Houston, TX metro area",6814.0,7526.0,23625.0,8494.0,3.5,329990.0,32.0,0.9783,692.0,469.0,6.9,320565.19,0.0819,-0.2347,0.3831,12.0,-0.2451,1.474,-0.487,balanced
2022-11-01,"Houston, TX metro area",5971.0,6630.0,23158.0,7156.0,3.9,330000.0,36.0,0.9732,417.0,317.0,6.805,319913.13,0.0619,-0.3154,0.4802,15.0,0.2855,1.439,-0.863,cooler
2022-12-01,"Houston, TX metro area",6603.0,6205.0,21722.0,5957.0,3.3,330000.0,46.0,0.9707,384.0,440.0,6.364,318686.17,0.0388,-0.3326,0.5255,24.0,-0.5477,1.274,-1.008,cooler
2023-01-01,"Houston, TX metro area",4665.0,7862.0,20767.0,7560.0,4.5,313125.0,50.0,0.9695,454.0,1568.0,6.272,316845.39,0.0166,-0.3069,0.5551,26.0,0.3774,1.101,-1.316,cooler
2023-02-01,"Houston, TX metro area",5933.0,8361.0,19889.0,7687.0,3.4,319990.0,54.0,0.9719,536.0,1172.0,6.258,315097.64,-0.0154,-0.2346,0.5826,32.0,0.0453,1.152,-1.22,cooler
2023-03-01,"Houston, TX metro area",8082.0,10133.0,19952.0,10347.0,2.5,325000.0,46.0,0.9761,585.0,1100.0,6.544,313900.06,-0.0152,-0.1991,0.567,30.0,0.1967,1.3,-0.936,cooler
2023-04-01,"Houston, TX metro area",7433.0,9816.0,19740.0,9595.0,2.7,332000.0,34.0,0.9816,501.0,1350.0,6.342,313432.57,-0.0264,-0.2032,0.3984,22.0,1.7341,1.282,-0.754,cooler
2023-05-01,"Houston, TX metro area",8830.0,10279.0,20245.0,10849.0,2.3,339900.0,27.0,0.9825,597.0,764.0,6.425,313594.04,-0.0289,-0.121,0.2912,16.0,0.2463,1.378,-0.425,balanced
2023-06-01,"Houston, TX metro area",8952.0,9704.0,21966.0,11678.0,2.5,341000.0,25.0,0.9828,484.0,431.0,6.714,314433.19,-0.0299,-0.116,0.1294,13.0,-0.536,1.495,-0.289,balanced
2023-07-01,"Houston, TX metro area",7725.0,9456.0,22324.0,10443.0,2.9,340000.0,25.0,0.983,475.0,761.0,6.84,315395.35,-0.0145,-0.0845,-0.0041,12.0,-0.3851,1.534,-0.132,balanced
2023-08-01,"Houston, TX metro area",8159.0,8765.0,23030.0,10144.0,2.8,337020.0,27.0,0.9803,591.0,977.0,7.072,316307.81,-0.0088,-0.0451,0.0187,9.0,0.1379,1.596,-0.079,balanced
2023-09-01,"Houston, TX metro area",7042.0,7470.0,24002.0,9290.0,3.4,331990.0,34.0,0.9772,558.0,159.0,7.2,316679.67,-0.0236,-0.1088,0.0248,7.0,-0.4472,1.603,-0.39,balanced
2023-10-01,"Houston, TX metro area",6475.0,7561.0,24401.0,8898.0,3.8,329000.0,37.0,0.9759,502.0,283.0,7.62,316706.39,-0.003,-0.0498,0.0328,5.0,-0.3239,1.735,-0.331,balanced
2023-11-01,"Houston, TX metro area",6282.0,6691.0,24986.0,8551.0,4.0,326725.0,38.0,0.9749,452.0,120.0,7.442,316410.02,-0.0099,0.0521,0.0789,2.0,-0.2207,1.65,-0.302,balanced
2023-12-01,"Houston, TX metro area",6294.0,6296.0,23651.0,6240.0,3.8,329990.0,49.0,0.9723,448.0,729.0,6.815,315980.04,-0.0,-0.0468,0.0888,3.0,0.4284,1.442,-0.476,balanced
2024-01-01,"Houston, TX metro area",5094.0,7743.0,23425.0,8503.0,4.6,320000.0,53.0,0.9705,587.0,89.0,6.642,315973.8,0.022,0.092,0.128,3.0,-0.6657,1.296,-0.406,balanced
2024-02-01,"Houston, TX metro area",6333.0,8543.0,24258.0,9977.0,3.8,330000.0,56.0,0.9677,669.0,1018.0,6.776,316365.27,0.0313,0.0674,0.2197,2.0,-0.0123,1.428,-0.384,balanced
2024-03-01,"Houston, TX metro area",7382.0,9536.0,25437.0,11266.0,3.4,330000.0,46.0,0.9728,584.0,381.0,6.82,317386.46,0.0154,-0.0866,0.2749,0.0,-0.4273,1.444,-0.548,cooler
2024-04-01,"Houston, TX metro area",8055.0,10181.0,26917.0,11998.0,3.3,341000.0,36.0,0.9757,678.0,497.0,6.992,318442.7,0.0271,0.0837,0.3636,2.0,-0.3652,1.599,-0.245,balanced
2024-05-01,"Houston, TX metro area",8647.0,9436.0,28735.0,12298.0,3.3,344900.0,33.0,0.9761,560.0,106.0,7.06,318996.97,0.0147,-0.0207,0.4194,6.0,-0.5107,1.656,-0.458,balanced
2024-06-01,"Houston, TX metro area",7782.0,9105.0,29956.0,11688.0,3.8,348000.0,34.0,0.9763,393.0,225.0,6.918,318874.34,0.0205,-0.1307,0.3637,9.0,-0.3246,1.628,-0.627,cooler
2024-07-01,"Houston, TX metro area",7698.0,7962.0,29678.0,9288.0,3.9,350000.0,36.0,0.9754,487.0,414.0,6.848,318497.59,0.0294,-0.0035,0.3294,11.0,-0.271,1.619,-0.422,balanced
2024-08-01,"Houston, TX metro area",7323.0,8658.0,30669.0,11396.0,4.2,337500.0,42.0,0.9701,561.0,393.0,6.5,318271.7,0.0014,-0.1025,0.3317,15.0,-0.3916,1.386,-0.769,cooler
2024-09-01,"Houston, TX metro area",7068.0,8274.0,30696.0,9593.0,4.3,335000.0,49.0,0.9696,550.0,180.0,6.18,318206.91,0.0091,0.0037,0.2789,15.0,0.0181,1.246,-0.627,cooler
2024-10-01,"Houston, TX metro area",7304.0,8271.0,31138.0,10217.0,4.3,335000.0,50.0,0.9711,653.0,452.0,6.428,318001.41,0.0182,0.128,0.2761,13.0,0.4076,1.339,-0.429,balanced
2024-11-01,"Houston, TX metro area",6528.0,7384.0,30824.0,8452.0,4.7,330000.0,50.0,0.9666,468.0,512.0,6.805,317656.1,0.01,0.0392,0.2337,12.0,0.7133,1.439,-0.608,cooler
2024-12-01,"Houston, TX metro area",7354.0,6705.0,29389.0,6993.0,4.0,335000.0,60.0,0.9685,524.0,442.0,6.715,317471.67,0.0152,0.1684,0.2426,11.0,-0.1793,1.446,-0.396,balanced
2025-01-01,"Houston, TX metro area",5172.0,7261.0,30123.0,9475.0,5.8,325155.0,60.0,0.9651,432.0,135.0,6.958,317409.97,0.0161,0.0153,0.2859,7.0,-0.1612,1.456,-0.936,cooler
2025-02-01,"Houston, TX metro area",6112.0,8107.0,31036.0,10189.0,5.1,327000.0,64.0,0.9631,432.0,329.0,6.842,317258.81,-0.0091,-0.0349,0.2794,8.0,-0.5489,1.428,-1.016,cooler
2025-03-01,"Houston, TX metro area",7379.0,9809.0,32731.0,12785.0,4.4,336990.0,63.0,0.9703,537.0,802.0,6.65,316605.17,0.0212,-0.0004,0.2867,17.0,0.3876,1.438,-0.737,cooler
2025-04-01,"Houston, TX metro area",7880.0,10013.0,34772.0,13356.0,4.4,338997.5,46.0,0.9719,486.0,362.0,6.725,315666.4,-0.0059,-0.0217,0.2918,10.0,-0.2783,1.482,-0.719,cooler
2025-05-01,"Houston, TX metro area",8967.0,9934.0,37155.0,13816.0,4.1,337000.0,42.0,0.9716,453.0,371.0,6.816,314703.75,-0.0229,0.037,0.293,9.0,0.2372,1.5,-0.619,cooler
2025-06-01,"Houston, TX metro area",8469.0,9218.0,38573.0,12296.0,4.6,345000.0,45.0,0.9697,404.0,638.0,6.818,313696.4,-0.0086,0.0883,0.2877,11.0,0.6861,1.566,-0.599,cooler
2025-07-01,"Houston, TX metro area",8199.0,9265.0,39355.0,12258.0,4.8,339990.0,50.0,0.9683,443.0,626.0,6.72,312841.44,-0.0286,0.0651,0.3261,14.0,0.1865,1.489,-0.819,cooler
2025-08-01,"Houston, TX metro area",7942.0,8700.0,38478.0,10364.0,4.8,336990.0,55.0,0.9632,321.0,183.0,6.588,312114.25,-0.0015,0.0845,0.2546,13.0,-0.4717,1.415,-0.671,cooler
2025-09-01,"Houston, TX metro area",7395.0,8387.0,37352.0,9547.0,5.1,329200.0,61.0,0.9627,328.0,841.0,6.352,311637.03,-0.0173,0.0463,0.2168,12.0,0.6014,1.263,-0.852,cooler
2025-10-01,"Houston, TX metro area",7421.0,11168.0,36907.0,10234.0,5.0,330000.0,66.0,0.9591,335.0,641.0,6.254,311228.62,-0.0149,0.016,0.1853,16.0,-0.1167,1.232,-0.885,cooler
2025-11-01,"Houston, TX metro area",6249.0,7087.0,35392.0,7770.0,5.7,325800.0,67.0,0.9576,321.0,810.0,6.238,311035.45,-0.0127,-0.0427,0.1482,17.0,0.1541,1.192,-1.047,cooler
2025-12-01,"Houston, TX metro area",7521.0,6618.0,33064.0,6982.0,4.4,335000.0,81.0,0.9624,293.0,1510.0,6.19,311054.43,0.0,0.0227,0.125,21.0,0.8665,1.25,-0.802,cooler
2026-01-01,"Houston, TX metro area",4887.0,7190.0,33118.0,9279.0,6.8,325000.0,79.0,0.9579,,,6.102,310924.61,-0.0005,-0.0551,0.0994,19.0,,1.135,-1.262,cooler
2026-02-01,"Houston, TX metro area",5822.0,8064.0,33769.0,10142.0,5.8,325000.0,82.0,0.9565,,,6.048,310599.2,-0.0061,-0.0474,0.0881,18.0,,1.114,-1.126,cooler
2026-03-01,"Houston, TX metro area",7449.0,10044.0,34306.0,12456.0,4.6,330000.0,76.0,0.9644,,,6.178,310033.98,-0.0207,0.0095,0.0481,13.0,,1.204,-0.816,cooler
2026-04-01,"Houston, TX metro area",8013.0,9839.0,34514.0,12794.0,4.3,334410.5,58.0,0.9642,,,6.332,309313.54,-0.0135,0.0169,-0.0074,12.0,,1.298,-0.516,cooler
2026-05-01,"Houston, TX metro area",7905.0,8235.0,32910.0,12447.0,4.2,345000.0,49.0,0.9664,,,6.442,308305.81,0.0237,-0.1184,-0.1143,7.0,,1.426,-0.365,balanced
